taxonID	scientificName	class	vernacularName	language
6066645	Cnemaspis vandeventeri Grismer, Sumontha, Cota, Grismer, Wood, Pauwels & Kunya, 2010	Squamata	Van Deventer’s Rock Gecko	en
2446083	Cnemaspis dringi Das & Bauer, 1998	Squamata	Dring’s Rock Gecko	en
9859026	Cnemaspis muria Riyanto, Munir, Martamenggala, Fitriana & Hamidy, 2019	Squamata	Muria Rock Gecko	en
9241798	Cnemaspis adii Srinivasulu, Kumar & Srinivasulu, 2015	Squamata	Adi’s Day Gecko	en
9983989	Cnemaspis thackerayi Khandekar, Gaitonde & Agarwal, 2019	Squamata	Thackeray’s dwarf gecko	en
6066618	Cnemaspis huaseesom Grismer, Sumontha, Cota, Grismer, Wood, Pauwels & Kunya, 2010	Squamata	Orange-headed Rock Gecko	en
6066632	Cnemaspis paripari Grismer & Onn, 2009	Squamata	Fairy Rock Gecko	en
8673277	Cnemaspis mahsuriae Grismer, Wood, Quah, Anuar, Ngadi & Ahmad, 2015	Squamata	Mashuri’s Rock Gecko	en
11131962	Cnemaspis kawminiae Karunarathna, De Silva, Gabadage, Karunarathna, Wickramasinghe, Ukuwela & Bauer, 2019	Squamata	Kawmini’s Day Gecko	en
6066655	Cnemaspis kamolnorranathi Grismer, Sumontha, Cota, Grismer, Wood, Pauwels & Kunya, 2010	Squamata	Kamolnorranath’s Rock Gecko	en
6066640	Cnemaspis aurantiacopes Grismer & Ngo, 2007	Squamata	Hon Dat Rock Gecko	en
6066648	Cnemaspis nuicamensis Grismer & Ngo, 2007	Squamata	Nui Cam Hill Rock Gecko	en
2446018	Cnemaspis podihuna Deraniyagala, 1944	Squamata	Deraniyagala's Gecko	en
6066623	Cnemaspis monachorum Grismer, Ahmad, Chan, Belabut, Muin, Wood & Grismer, 2009	Squamata	Monks’ Rock Gecko	en
10581515	Cnemaspis ajijae Sayyed, Pyron & Dileepkumar, 2018	Squamata	Ajija’s Day Gecko	en
11143844	Cnemaspis gotaimbarai Karunarathna, Poyarkov, De Silva, Madawala, Botejue, Gorin, Surasinghe, Gabadage, Ukuwela & Bauer, 2019	Squamata	Gotaimbaras’ day gecko	en
9562329	Cnemaspis peninsularis Grismer, Wood, Anuar, Riyanto, Ahmad, Muin, Sumontha, Grismer, Onn, Quah & Pauwels, 2014	Squamata	Peninsular Rock Gecko	en
9184206	Cnemaspis kottiyoorensis Cyriac & Umesh, 2014	Squamata	Kottiyoor Day Gecko	en
11190414	Cnemaspis hitihamii Karunarathna, Poyarkov, De Silva, Madawala, Botejue, Gorin, Surasinghe, Gabadage, Ukuwela & Bauer, 2019	Squamata	Hitihamis’ day gecko	en
11163712	Cnemaspis avasabinae Agarwal, Bauer & Khandekar, 2020	Squamata	Sabin’s Nellore dwarf gecko	en
6066617	Cnemaspis kolhapurensis Giri, Bauer & Gaikwad, 2009	Squamata	Kolhapur Day Gecko	en
11164065	Cnemaspis schalleri Khandekar, Thackeray & Agarwal, 2021	Squamata	Schaller’s Sakleshpur dwarf gecko	en
8869888	Cnemaspis flaviventralis Sayyed, Pyron & Dahanukar, 2016	Squamata	Yellow-bellied Day Gecko	en
9472983	Cnemaspis phangngaensis Wood, Grismer, Aowphol, Aguilar, Cota, Grismer, Murdoch & Sites, 2017	Squamata	Phangnga Rock Gecko	en
8227636	Cnemaspis bidongensis Grismer, Wood, Ahmad, Sumarli, Vazquez, Ismail, Nance, Mohd-Amin, Othman, Rizaijessika, Kuss, Murdoch & Cobos, 2014	Squamata	Pulau Bidong Rock Gecko	en
2446056	Cnemaspis molligodai Mendis Wickramasinghe & Munindradasa, 2007	Squamata	Molligoda’s Day Gecko	en
6066614	Cnemaspis neangthyi Grismer, Grismer & Chav, 2010	Squamata	Neang Thy’s Rock Gecko	en
9941606	Cnemaspis limayei Sayyed, Pyron & Dileepkumar, 2018	Squamata	Limaye’s Day Gecko	en
9438801	Cnemaspis purnamai Riyanto, Hamidy, Sidik & Gunalen, 2017	Squamata	Belitung Rock Gecko	en
2446084	Cnemaspis heteropholis Bauer, 2002	Squamata	Different-scaled Day Gecko	en
10717098	Cnemaspis selenolagus Grismer, Yushchenko, Pawangkhanant, Nazarov, Naiduangchan, Suwannapoom & Poyarkov, 2020	Squamata	Moon Rabbit Rock Gecko	en
9031893	Cnemaspis rajakarunai Wickramasinghe, Vidanapathirana & Rathnayake, 2016	Squamata	Rajakaruna’s day gecko	en
11182804	Cnemaspis graniticola Agarwal, Thackeray, Pal & Khandekar, 2020	Squamata	Granite dwarf gecko or Horsley dwarf gecko	en
2445994	Cnemaspis occidentalis Angel, 1943	Squamata	Western Gecko	en
6066650	Cnemaspis harimau Chan, Grismer, Anuar, Quah, Muin, Savage, Grismer, Ahmad, Remigio & Greer, 2010	Squamata	Tiger Rock Gecko	en
2446097	Cnemaspis uzungwae Perret, 1986	Squamata	Tanzania Gecko	en
11190063	Cnemaspis manoae Amarasinghe & Karunarathna, 2020	Squamata	Mano’s Day-gecko	en
11214807	Cnemaspis lokugei Karunarathna, De Silva, Gabadage, Botejue, Madawala & Ukuwela, 2021	Squamata	Lokuge’s day gecko	en
2446060	Cnemaspis otai Das & Bauer, 2000	Squamata	Vellore Day Gecko	en
2446020	Cnemaspis baueri Das & Grismer, 2003	Squamata	Bauer’s Rock Gecko	en
6066653	Cnemaspis nilagirica Manamendra-Arachchi, Batuwita & Pethiyagoda, 2007	Squamata	Nilgiri Day Gecko	en
2446004	Cnemaspis argus Dring, 1979	Squamata	Argus Rock Gecko	en
6066657	Cnemaspis shahruli Grismer, Chan, Quah, Muin, Savage, Grismer, Ahmad, Greer & Remegio, 2010	Squamata	Shahrul’s Rock Gecko	en
10346723	Cnemaspis amboliensis Sayyed, Pyron & Dileepkumar, 2018	Squamata	Amboli Day Gecko	en
6066629	Cnemaspis roticanai Grismer & Onn, 2010	Squamata	Roti Canai Rock Gecko	en
2446051	Cnemaspis boulengeri Strauch, 1887	Squamata	Boulenger's Rock Gecko	en
2446100	Cnemaspis dilepis Perret, 1963	Squamata	Two-scaled Gecko	en
6066624	Cnemaspis bayuensis Grismer, Grismer, Wood & Chan, 2008	Squamata	Bayu Cave Rock Gecko	en
2446099	Cnemaspis alwisi Mendis Wickramasinghe & Munindradasa, 2007	Squamata	Alwis’s Day Gecko	en
6066647	Cnemaspis psychedelica Grismer, Ngo & Grismer, 2010	Squamata	Psychedelic Rock Gecko	en
2446055	Cnemaspis assamensis Das & Sengupta, 2000	Squamata	Assamese Day Gecko	en
2446112	Cnemaspis koehleri Mertens, 1937	Squamata	Koehler's Gecko	en
11112024	Cnemaspis palakkadensis Sayyed, Cyriac & Dileepkumar, 2020	Squamata	Palakkad Dwarf Gecko	en
2446054	Cnemaspis yercaudensis Das & Bauer, 2000	Squamata	Yercaud Day Gecko	en
7558427	Cnemaspis dickersonae (Schmidt, 1919)	Squamata	Dickerson's Forest Gecko	en
10371380	Cnemaspis tanintharyi Lee, Miller, Zug & Mulcahy, 2019	Squamata	Tanintharyi Rock Gecko	en
11176446	Cnemaspis kotagamai Karunarathna, De Silva, Botejue, Surasinghe, Wickramasinghe, Ukuwela & Bauer, 2019	Squamata	Kotagama’s Day Gecko	en
9516491	Cnemaspis leucura Kurita, Nishikawa, Matsui & Hikida, 2017	Squamata	Curse Rock Gecko	en
10185263	Cnemaspis adangrawi Ampai, Rujirawan, Wood, Stuart & Aowphol, 2019	Squamata	Adang-Rawi Rock Gecko	en
8647013	Cnemaspis selamatkanmerapoh Grismer, Wood, Mohamed, Chan, Heinz, Sumarli, Chan & Loredo, 2013	Squamata	Merapoh Rock Gecko	en
6066625	Cnemaspis pemanggilensis Grismer & Das, 2006	Squamata	Pemanggil Island Rock Gecko	en
9237900	Cnemaspis stongensis Grismer, Wood, Anuar, Riyanto, Ahmad, Muin, Sumontha, Grismer, Onn, Quah & Pauwels, 2014	Squamata	Gunung Stong Rock Gecko	en
9917141	Cnemaspis thayawthadangyi Lee, Miller, Zug & Mulcahy, 2019	Squamata	Thayawthadangyi Islands Rock Gecko	en
6066619	Cnemaspis biocellata Grismer, Chan, Nasir & Sumontha, 2008	Squamata	Twin-spot Rock Gecko	en
6066636	Cnemaspis australis Manamendra-Arachchi, Batuwita & Pethiyagoda, 2007	Squamata	Southern Day Gecko	en
6066656	Cnemaspis chanardi Grismer, Sumontha, Cota, Grismer, Wood, Pauwels & Kunya, 2010	Squamata	Chan-ard’s Rock Gecko	en
11195882	Cnemaspis butewai Karunarathna, Poyarkov, De Silva, Madawala, Botejue, Gorin, Surasinghe, Gabadage, Ukuwela & Bauer, 2019	Squamata	Butewes’ day gecko	en
6066643	Cnemaspis tucdupensis Grismer & Ngo, 2007	Squamata	Tuc Dup Hill Rock Gecko	en
11167001	Cnemaspis dissanayakai Karunarathna, De Silva, Madawala, Karunarathna, Wickramasinghe, Ukuwela & Bauer, 2019	Squamata	Dissanayaka’s Day Gecko	en
6066631	Cnemaspis niyomwanae Grismer, Sumontha, Cota, Grismer, Wood, Pauwels & Kunya, 2010	Squamata	Niyomwan’s Rock Gecko	en
11208328	Cnemaspis stellapulvis Khandekar, Thackeray & Agarwal, 2020	Squamata	Stardust dwarf gecko	en
2446111	Cnemaspis barbouri Perret, 1986	Squamata	Barbour's Gecko	en
11203569	Cnemaspis yelagiriensis Agarwal, Thackeray, Pal & Khandekar, 2020	Squamata	Yelagiri dwarf gecko	en
2446037	Cnemaspis gigas Perret, 1986	Squamata	Giant Forest Gecko	en
10523610	Cnemaspis godagedarai De Silva, Bauer, Botejue & Karunarathna, 2019	Squamata	Godagedaras’ Day Gecko	en
2446002	Cnemaspis limi Das & Grismer, 2003	Squamata	Tioman Island Rock Gecko	en
11218833	Cnemaspis kohukumburai Karunarathna, Poyarkov, De Silva, Madawala, Botejue, Gorin, Surasinghe, Gabadage, Ukuwela & Bauer, 2019	Squamata	Kohukumbures’ day gecko	en
9235525	Cnemaspis omari Grismer, Wood, Anuar, Riyanto, Ahmad, Muin, Sumontha, Grismer, Onn, Quah & Pauwels, 2014	Squamata	Omar’s Rock Gecko	en
11168471	Cnemaspis kivulegedarai Karunarathna, Poyarkov, De Silva, Madawala, Botejue, Gorin, Surasinghe, Gabadage, Ukuwela & Bauer, 2019	Squamata	Kivulegedaras’ Day Gecko	en
11115667	Cnemaspis nandimithrai Karunarathna, Poyarkov, De Silva, Madawala, Botejue, Gorin, Surasinghe, Gabadage, Ukuwela & Bauer, 2019	Squamata	Nandimithras’ day gecko	en
8440511	Cnemaspis grismeri Wood, Quah, Anuar Ms & Muin, 2013	Squamata	Grismer’s Rock Gecko	en
10838062	Cnemaspis magnifica Khandekar, Thackeray, Pal & Agarwal, 2020	Squamata	magnificent dwarf gecko	en
2445997	Cnemaspis goaensis Sharma, 1976	Squamata	Goan Day Gecko	en
2446108	Cnemaspis siamensis (Smith, 1925)	Squamata	Siamese Rock Gecko	en
9252370	Cnemaspis thachanaensis Wood, Grismer, Aowphol, Aguilar, Cota, Grismer, Murdoch & Sites, 2017	Squamata	Tha Chana Rock Gecko	en
6066622	Cnemaspis perhentianensis Grismer & Chan, 2008	Squamata	Perhentian Island Rock Gecko	en
6066626	Cnemaspis karsticola Grismer, Grismer, Wood & Chan, 2008	Squamata	Karst-dwelling Rock Gecko	en
10404600	Cnemaspis koynaensis Khandekar, Thackeray & Agarwal, 2019	Squamata	Koyna dwarf gecko	en
10624188	Cnemaspis shevaroyensis Khandekar, Gaitonde & Agarwal, 2019	Squamata	Shevaroy dwarf gecko	en
10163325	Cnemaspis agarwali Khandekar, 2019	Squamata	Agarwal’s dwarf gecko	en
6066642	Cnemaspis caudanivea Grismer & Ngo, 2007	Squamata	Hon Tre Island Rock Gecko	en
2446016	Cnemaspis samanalensis Mendis Wickramasinghe & Munindradasa, 2007	Squamata	Samanala Day Gecko	en
7660527	Cnemaspis mysoriensis (Jerdon, 1853)	Squamata	Mysore Day Gecko	en
2446074	Cnemaspis littoralis (Jerdon, 1853)	Squamata	Coastal Day Gecko	en
2446092	Cnemaspis beddomei (Theobald, 1876)	Squamata	Beddome’s Day Gecko	en
9508483	Cnemaspis jerdonii (Theobald, 1868)	Squamata	Jerdon’s Day Gecko	en
2446005	Cnemaspis kendallii (Gray, 1845)	Squamata	Kendall's Rock Gecko	en
9498519	Cnemaspis nigridia (Smith, 1925)	Squamata	Black-spotted Rock Gecko	en
2446078	Cnemaspis wynadensis (Beddome, 1870)	Squamata	Wynad Day Gecko	en
2446010	Cnemaspis kandiana (Kelaart, 1852)	Squamata	Kandy Day Gecko	en
2446021	Cnemaspis gracilis (Beddome, 1870)	Squamata	Graceful Day Gecko	en
7471187	Cnemaspis affinis (Stoliczka, 1870)	Squamata	Pinang Island Rock Gecko	en
2446008	Cnemaspis tropidogaster (Boulenger, 1885)	Squamata	Rough-bellied Day Gecko	en
9491036	Cnemaspis quattuorseriata (Sternfeld, 1912)	Squamata	Sternfeld's Gecko	en
2446044	Cnemaspis africana (Werner, 1896)	Squamata	African Gecko	en
2446105	Cnemaspis scalpensis (Ferguson, 1877)	Squamata	Ferguson’s Day Gecko	en
2446057	Cnemaspis flavolineata (Nicholls, 1949)	Squamata	Fraser’s Hill Rock Gecko	en
2446102	Cnemaspis ornata (Beddome, 1870)	Squamata	Ornate Day Gecko	en
2446087	Cnemaspis sisparensis (Theobald, 1876)	Squamata	Sispara Day Gecko	en
2447535	Rhoptropella ocellata (Boulenger, 1885)	Squamata	Namaqua Day Gecko	en
2488634	Thraupis cyanocephala (d'Orbigny & Lafresnaye, 1837)	Aves	Blue-capped Tanager	en
7920419	Rhinogekko misonnei (De Witte, 1973)	Squamata	Misonne's Spider Gecko	en
2426926	Hylarana luctuosa (Peters, 1871)	Amphibia	Mahogany Frog	en
11192730	Rhinogekko femoralis (Smith, 1933)	Squamata	Kharan Spider Gecko	en
6229237	Erebia epiphron scotica Cooke, 1943	Insecta	Small Mountain Ringlet	en
2479690	Trichoglossus rosenbergii Schlegel, 1871	Aves	Biak Lorikeet	en
2446124	Luperosaurus macgregori Stejneger, 1907	Squamata	MacGregor's Wolf Gecko	en
5135090	Erebia hispania Butler, 1868	Insecta	Spanish Brassy Ringlet	en
5134843	Erebia rondoui Oberthür, 1908	Insecta	Pyrenees Brassy Ringlet	en
5134917	Erebia ottomana Herrich-Schäffer, 1847	Insecta	Ottoman Brassy Ringlet	en
8414157	Erebia arvernensis Oberthür, 1908	Insecta	Common Brassy Ringlet	en
5135304	Erebia callias Edwards, 1871	Insecta	Colorado Alpine	en
2446120	Luperosaurus joloensis Taylor, 1918	Squamata	Taylor's Wolf Gecko	en
2446119	Luperosaurus palawanensis Brown & Alcala, 1978	Squamata	Palawan Wolf  Gecko	en
2446126	Luperosaurus brooksii (Boulenger, 1920)	Squamata	Brooks' Wolf Gecko	en
2446130	Luperosaurus cumingii (Gray, 1845)	Squamata	Cuming's Flapped-legged Gecko	en
2446960	Christinus guentheri Boulenger, 1885	Squamata	Lord Howe Island Southern Gecko	en
2445493	Geckolepis maculata Peters, 1880	Squamata	Fish-scale Gecko	en
2445494	Geckolepis humbloti Vaillant, 1887	Squamata	Comoran fish scale gecko	en
2445488	Geckolepis typica Grandidier, 1867	Squamata	Grandidier's Gecko	en
10920813	Christinus guentheri Nussbaum & Raxworthy, 1998	Squamata	Lord Howe Island Gecko	en
2445484	Geckolepis polylepis Boettger, 1893	Squamata	Many-scaled Gecko	en
2446953	Christinus alexanderi (Storr, 1987)	Squamata	Alexander’s Marbled Gecko	en
2446947	Christinus marmoratus (Gray, 1845)	Squamata	Marbled Gecko	en
8707416	Afroedura haackei Onderstall, 1984	Squamata	Haacke's Flat Gecko	en
2445858	Afroedura hawequensis Mouton & Mostet, 1985	Squamata	Cape Rock Gecko	en
8495258	Afroedura major Onderstall, 1984	Squamata	Giant Swazi Flat Gecko	en
8657689	Afroedura maripi Jacobsen, Kuhn, Jackman & Bauer, 2014	Squamata	Mariepskop Flat Gecko	en
8622607	Afroedura rupestris Jacobsen, Kuhn, Jackman & Bauer, 2014	Squamata	Abel Erasmus Flat Gecko	en
10873908	Afroedura praedicta Branch, Schmitz, Lobón-Rovira, Baptista, António & Conradie, 2021	Squamata	Serra da Neve Flat Gecko	en
8625832	Afroedura pienaari Jacobsen, Kuhn, Jackman & Bauer, 2014	Squamata	Pienaar’s Flat Gecko	en
10817036	Afroedura wulfhaackei Branch, Schmitz, Lobón-Rovira, Baptista, António & Conradie, 2021	Squamata	Angolan Flat Gecko	en
8498191	Afroedura tirasensis Haacke, 1965	Squamata	African Rock Gecko	en
10750064	Afroedura vazpintorum Branch, Schmitz, Lobón-Rovira, Baptista, António & Conradie, 2021	Squamata	Coastal Flat Gecko	en
9590056	Afroedura gorongosa Branch, Guyton, Schmitz, Barej, Naskrecki, Farooq, Verburgt & Rödel, 2017	Squamata	Mount Gorongosa Flat Gecko	en
8450127	Afroedura waterbergensis Jacobsen, Kuhn, Jackman & Bauer, 2014	Squamata	Waterberg Flat Gecko	en
8572573	Afroedura broadleyi Jacobsen, Kuhn, Jackman & Bauer, 2014	Squamata	Broadley’s Flat Gecko	en
10698372	Afroedura donveae Branch, Schmitz, Lobón-Rovira, Baptista, António & Conradie, 2021	Squamata	Iona Flat Gecko	en
8674412	Afroedura pongola Jacobsen, Kuhn, Jackman & Bauer, 2014	Squamata	Pongola Flat Gecko	en
8527315	Afroedura rondavelica Jacobsen, Kuhn, Jackman & Bauer, 2014	Squamata	Blyde River Flat Gecko	en
2445886	Afroedura bogerti Loveridge, 1944	Squamata	Bogert's Rock Gecko	en
7989128	Afroedura loveridgei Broadley, 1963	Squamata	Loveridge’s Rock Gecko	en
8654387	Afroedura granitica Jacobsen, Kuhn, Jackman & Bauer, 2014	Squamata	Granite Flat Gecko	en
8545623	Afroedura leoloensis Jacobsen, Kuhn, Jackman & Bauer, 2014	Squamata	Leolo Flat Gecko	en
2445888	Afroedura nivaria (Boulenger, 1894)	Squamata	Drakensberg Flat Gecko	en
9593158	Afroedura langi (Fitzsimons, 1930)	Squamata	Lang's Flat Gecko	en
2445882	Afroedura marleyi (Fitzsimons, 1930)	Squamata	Marley's Flat Gecko	en
2445859	Afroedura tembulica (Hewitt, 1926)	Squamata	Queenstown Rock Gecko	en
2445861	Afroedura transvaalica (Hewitt, 1925)	Squamata	Transvaal Flat Gecko	en
2445901	Afroedura africana (Boulenger, 1888)	Squamata	African Flat Gecko	en
2445868	Afroedura pondolia (Hewitt, 1925)	Squamata	Pondo Flat Gecko	en
2445891	Afroedura amatolica (Hewitt, 1925)	Squamata	Amatola Flat Gecko	en
2445903	Afroedura namaquensis (Fitzsimons, 1938)	Squamata	Namaqua Flat Gecko	en
2445895	Afroedura halli (Hewitt, 1935)	Squamata	Hall's Flat Gecko	en
2445879	Afroedura multiporis (Hewitt, 1925)	Squamata	Multipored Rock Gecko	en
8490398	Afroedura karroica (Hewitt, 1925)	Squamata	Inland Rock Gecko	en
8654901	Blaesodactylus victori Ineich, Glaw & Vences, 2016	Squamata	Victor’s Madagascar Velvet gecko	en
2445851	Ailuronyx tachyscopaeus Gerlach & Canning, 1996	Squamata	Dwarf Bronze Gecko	en
11312129	Casmerodius egretta (J.F.Gmelin, 1789)	Aves	American Egret	en
6178106	Ardea alba modesta J.E.Gray, 1831	Aves	Great Egret (Australasian)	en
2445852	Ailuronyx seychellensis (Duméril & Bibron, 1836)	Squamata	English common name not available	en
2445848	Ailuronyx trachygaster (Duméril, 1851)	Squamata	Yellow Gecko	en
5134698	Erebia theano Tauscher, 1809	Insecta	Theano Alpine	en
9338074	Ramigekko swartbergensis (Haacke, 1996)	Squamata	Swartberg African Leaf-toed Gecko	en
2431111	Batrachuperus mustersi Smith, 1940	Amphibia	Paghman mountain salamander	en
5221153	Pachydactylus carinatus Bauer, Lamb & Branch, 2006	Squamata	Richtersveld Gecko	en
5221239	Pachydactylus labialis Fitzsimons, 1938	Squamata	Calvinia Thick-toed Gecko	en
5221176	Pachydactylus latirostris Hewitt, 1923	Squamata	Quartz Gecko	en
5221163	Pachydactylus fasciatus Boulenger, 1888	Squamata	Banded Thick-toed Gecko	en
5221143	Pachydactylus visseri Bauer, Lamb & Branch, 2006	Squamata	Visser's Gecko	en
5221179	Pachydactylus punctatus Peters, 1854	Squamata	Pointed Thick-toed Gecko	en
5221178	Pachydactylus caraculicus Fitzsimons, 1959	Squamata	Angola Banded Thick-toed Gecko	en
5221245	Pachydactylus barnardi Fitzsimons, 1941	Squamata	Barnard's Rough Gecko	en
5221193	Pachydactylus purcelli Boulenger, 1910	Squamata	Purcell's Gecko	en
5221196	Pachydactylus maculatus Gray, 1845	Squamata	Spotted Gecko	en
7512792	Pachydactylus katanganus De Witte, 1953	Squamata	Katanga Thick-toed Gecko	en
5221217	Pachydactylus monicae Bauer, Lamb & Branch, 2006	Squamata	Monica's Gecko	en
5221158	Pachydactylus austeni Hewitt, 1923	Squamata	Austen's Gecko	en
5221198	Pachydactylus vansoni Fitzsimons, 1933	Squamata	Van Son's Gecko	en
5221218	Pachydactylus oshaughnessyi Boulenger, 1885	Squamata	O'Shaughnessy's Thick-toed Gecko	en
5843316	Pachydactylus etultra Branch, Bauer, Jackman & Heinicke, 2011	Squamata	Sossus Gecko	en
10888577	Pachydactylus angolensis Loveridge, 1944	Squamata	Angola Large-scaled Gecko	en
5221173	Pachydactylus mariquensis Smith, 1849	Squamata	Common Banded Gecko	en
5221155	Pachydactylus sansteynae Steyn & Mitchell, 1967	Squamata	Coastal Thick-toed Gecko	en
5221149	Pachydactylus gaiasensis Steyn & Mitchell, 1967	Squamata	Brandberg Thick-toed Gecko	en
5221200	Pachydactylus scutatus Hewitt, 1927	Squamata	Large-scaled Gecko	en
5221169	Pachydactylus werneri Hewitt, 1935	Squamata	Werner's Thick-toed Gecko	en
5221234	Pachydactylus oculatus Hewitt, 1927	Squamata	Golden Spotted Gecko	en
5221189	Pachydactylus affinis Boulenger, 1896	Squamata	Transvaal Gecko	en
5221195	Pachydactylus amoenus Werner, 1910	Squamata	Namaqua Banded Gecko	en
5221210	Pachydactylus tigrinus Van Dam, 1921	Squamata	Thick-toed	en
10713000	Pachydactylus macrolepis Fitzsimons, 1939	Squamata	Large-scaled Banded Gecko	en
5221232	Pachydactylus bicolor Hewitt, 1926	Squamata	Two-colored Thick-toed Gecko	en
5221185	Pachydactylus kladaroderma Branch, Bauer & Good, 1996	Squamata	Thin-skinned Gecko	en
5221141	Pachydactylus robertsi Fitzsimons, 1938	Squamata	Large-scaled Gecko	en
5221242	Pachydactylus montanus Methuen & Hewitt, 1914	Squamata	Montane Thick-toed Gecko	en
5221144	Pachydactylus weberi Roux, 1907	Squamata	Weber's Gecko	en
5221241	Pachydactylus tsodiloensis Haacke, 1966	Squamata	Tsodilo Thick-toed Gecko	en
5221191	Pachydactylus formosus Smith, 1849	Squamata	Southern Rough Gecko	en
5221184	Pachydactylus atorquatus Bauer, Barts & Hulbert, 2006	Squamata	Augrabies Gecko	en
5221151	Pachydactylus rugosus Smith, 1849	Squamata	Common Rough Gecko	en
5221187	Pachydactylus serval Werner, 1910	Squamata	Western Spotted Thick-toed Gecko	en
5221213	Pachydactylus oreophilus Mclachlan & Spence, 1967	Squamata	African Thick-toed  Gecko	en
5221237	Pachydactylus haackei Branch, Bauer & Good, 1996	Squamata	Haacke's Gecko	en
5221152	Pachydactylus vanzyli (Steyn & Haacke, 1966)	Squamata	Namib Desert Gecko	en
2447396	Agamura persica (Duméril, 1856)	Squamata	Spider Gecko	en
5221148	Pachydactylus namaquensis (Sclater, 1898)	Squamata	Namaqua Gecko	en
5221204	Pachydactylus capensis (Smith, 1846)	Squamata	Cape Gecko	en
5221164	Pachydactylus rangei (Andersson, 1908)	Squamata	Namib Dune Gecko	en
5221392	Pachydactylus kochii (Fitzsimons, 1959)	Squamata	Cape Cross Thick-toed Gecko	en
5221135	Pachydactylus geitje (Sparrman, 1778)	Squamata	Ocellated Gecko	en
11072779	Pachydactylus wahlbergii (Peters, 1869)	Squamata	Kalahari Ground Gecko	en
2445731	Microgecko helenae Nikolsky, 1907	Squamata	Banded Dwarf Gecko	en
11138947	Microgecko laki Torki, 2020	Squamata	Laki dwarf gecko	en
7385779	Microgecko chabaharensis Gholamifard, Rastegar-Pouyani, Rastegar-Pouyani, Khosravani, Yousefkhani & Oraei, 2016	Squamata	Chabahar Dwarf Gecko	en
10810190	Microgecko tanishpaensis Masroor, Khisroon, Khan & Jablonski, 2020	Squamata	Tanishpa’s dwarf gecko	en
2445703	Microgecko latifi (Leviton & Anderson, 1972)	Squamata	Latifi's Dwarf Gecko	en
2445707	Microgecko persicus (Nikolsky, 1903)	Squamata	Persian Dwarf Gecko 	en
7453237	Microgecko depressus (Minton & Anderson, 1965)	Squamata	Low Lying Gecko	en
2122096	Neanura giselae Gisin, 1950	Collembola	Springtail	en
4408605	Larus heuglini Bree, 1876	Aves	Heuglin's Gull	en
6066377	Ardea purpurea bournei Naurois, 1966	Aves	Purple Heron (Bourne's)	en
2480943	Ardea alba Christidis & Boles, 1994	Aves	Great Egret	en
6178107	Ardea alba melanorhynchos Wagler, 1827	Aves	Great Egret (African)	en
7190969	Ardea alba alba	Aves	Great Egret (Eurasian)	en
6178104	Ardea alba egretta Gmelin, 1789	Aves	Great Egret (American)	en
9171077	Erebia stirius Godart, 1823	Insecta	Styrian Ringlet	en
2480950	Casmerodius albus (Linnaeus, 1758)	Aves	Great Egret	en
2480946	Egretta alba (Linnaeus, 1758)	Aves	great egret	en
2445015	Rhoptropus barnardi Hewitt, 1926	Squamata	Barnard’s Namib Day Gecko	en
2445024	Rhoptropus afer Peters, 1869	Squamata	Namib Day Gecko	en
2445016	Rhoptropus boultoni Schmidt, 1933	Squamata	Boulton’s Namib Day Gecko	en
10898746	Rhoptropus benguellensis Mertens, 1938	Squamata	Benguela Day Gecko	en
10723202	Rhoptropus montanus Laurent, 1964	Squamata	Mountain Day Gecko	en
9380269	Mus azarae (Fischer, 1829)	Mammalia	Azara's grass mouse	en
7340995	Anthreptes rectirostris rectirostris	Aves	Green Sunbird (Yellow-throated)	en
6541144	Anthreptes rectirostris tephrolaemus (Jardine & Fraser, 1852)	Aves	Green Sunbird (Gray-throated)	en
10679866	Microkayla wettsteini (Parker, 1932)	Amphibia	LaPlaca's Andes Frog	en
2262945	Chrysogorgia agassizii (Verrill, 1883)	Anthozoa	Agassiz's gilded coral	en
7341008	Anthreptes longuemarei longuemarei	Aves	Western Violet-backed Sunbird (Northern)	en
6089405	Anthreptes longuemarei angolensis Neumann, 1906	Aves	Western Violet-backed Sunbird (Southern)	en
10931037	Heterotetrax vigorsii (A.Smith, 1831)	Aves	Karoo Korhaan	en
4408783	Turdus ustulatus Nuttall, 1840	Aves	Swainson's thrush	en
6171849	Catharus ustulatus swainsoni (Tschudi, 1845)	Aves	Olive-Backed Thrush	en
5726161	Purpura nodosa Hombron & Jacquinot, 1848	Gastropoda	nodose purpura	en
8667015	Noblella coloma Guayasamin & Terán-Valdez, 2009	Amphibia	Coloma's Noble-Rainfrog	en
10707620	Noblella pygmaea Lehr & Catenazzi, 2009	Amphibia	Noble's Pygmy Frog	en
10873100	Noblella worleyae Reyes-Puig, Maynard, Trageser, Vieira, Hamilton, Lynch, Culebras, Kohn, Brito & Guayasamin, 2020	Amphibia	Worley´s Leaf Frog	en
5217475	Noblella peruviana (Noble, 1921)	Amphibia	Peru Andes Frog	en
5217480	Noblella myrmecoides (Lynch, 1976)	Amphibia	Loreto Leaf Frog	en
5217481	Noblella lochites (Lynch, 1976)	Amphibia	Ecuador Leaf Frog	en
5217476	Noblella heyeri (Lynch, 1986)	Amphibia	Heyer's Leaf Frog	en
9314703	Hypsimys budini (Thomas, 1918)	Mammalia	Budin's grass mouse	en
