taxonID	scientificName	class	vernacularName	language
5190303	Monodonta lineata (da Costa, 1778)	Gastropoda	lined top shell	en
4358195	Osilinus lineatus (da Costa, 1778)	Gastropoda	thick top shell	en
12119741	Sorex albibarbis (Cope, 1862)	Mammalia	Eastern Water Shrew	en
12105209	Sorex navigator (Baird, 1858)	Mammalia	Western Water Shrew	en
8302810	Munza basimacula (Walker, 1850)	Insecta	Small Broadborder Cicada	en
6196702	Tethea ocularis octogesimea Hübner, 1786	Insecta	Figure of Eighty	en
8160848	Chremistica mixta (Kirby, 1891)	Insecta	Leafhopper	en
9497766	Cicadetta montana (Scopoli, 1772)	Insecta	New Forest Cicada	en
2493235	Stenostira scita (Vieillot, 1818)	Aves	Fairy Flycatcher	en
6178706	Coeligena bonapartei consita Wetmore & Phelps Jr, 1952	Aves	Golden-bellied Starfrontlet (Perija)	en
7192848	Coeligena bonapartei bonapartei	Aves	Golden-bellied Starfrontlet (Golden-bellied)	en
9023639	Dixiphia pipra anthracina	Aves	White-crowned Manakin (Zeledon's)	en
4825966	Phascolomys krefftii Owen, 1872	Mammalia	northern hairy-nosed wombat	en
8986106	Macropus unguifer Gould, 1841	Mammalia	northern nail-tail wallaby	en
9226874	Pseudopipra pipra (Linnaeus, 1758)	Aves	White-crowned Manakin	en
5846210	Dixiphia pipra (Linnaeus, 1758)	Aves	White-crowned Manakin	en
6178705	Coeligena bonapartei eos (Gould, 1848)	Aves	Golden-bellied Starfrontlet (Golden-tailed)	en
7674878	Cacama valvata (Uhler, 1888)	Insecta	cactus dodger	en
4825960	Phascolomys latifrons Owen, 1845	Mammalia	southern hairy-nosed wombat	en
5844978	Chelidorhynx hypoxantha (Blyth, 1843)	Aves	Yellow-bellied Fairy-Fantail	en
7682076	Trismarcha sirius (Distant, 1899)	Insecta	Small Widehead Cicada	en
6179445	Ducula myristicivora myristicivora	Aves	Spice Imperial-Pigeon (Pink-naped)	en
6179446	Ducula myristicivora geelvinkiana (Schlegel, 1873)	Aves	Spice Imperial-Pigeon (Gray-naped)	en
8338270	Ceratopipra mentalis (P.L.Sclater, 1857)	Aves	Red-capped Manakin	en
11433967	Pyropsalta rhythmica Moulds & Marshall, 2022	Insecta	sprinkler cicada	en
4299219	Anthanassa texana seminole (Skinner, 1911)	Insecta	Seminole Crescent	en
9592223	Megatibicen auletes (Germar, 1834)	Insecta	Northern Dusk-Singing Cicada	en
2475509	Alcedo leucogaster (Fraser, 1843)	Aves	White-bellied Kingfisher	en
8375114	Oxypleura lenihani Boulard, 1985	Insecta	Coastal Sharpcollar Cicada	en
2219149	Grandidierella japonica Stephensen, 1938	Malacostraca	Gammarid amphipod	en
2219155	Grandidierella bispinosa Schellenberg, 1938	Malacostraca	Gammarid	en
7836365	Magicicada tredecassini Alexander & Moore, 1962	Insecta	13-year cicada	en
5792025	Magicicada septendecula Alexander & Moore, 1962	Insecta	Decula Periodical Cicada	en
5792026	Magicicada septendecim (Linnaeus, 1758)	Insecta	periodical cicada	en
7500492	Magicicada cassini (Fisher, 1852)	Insecta	Cassin's 17-year cicada	en
2078671	Kikihia laneorum Fleming, 1984	Insecta	Lanes' cicada	en
2078669	Kikihia paxillulae Fleming, 1984	Insecta	Peg's cicada	en
2078663	Kikihia dugdalei Fleming, 1984	Insecta	Dugdale's cicada	en
2078667	Kikihia horologium Fleming, 1984	Insecta	clock cicada	en
2078672	Kikihia cutora (Walker, 1850)	Insecta	northern snoring cicada	en
2078665	Kikihia ochrina (Walker, 1858)	Insecta	april green cicada	en
2078670	Kikihia scutellaris (Walker, 1850)	Insecta	lesser bronze cicada	en
2078666	Kikihia cauta (Myers, 1921)	Insecta	greater bronze cicada	en
9164143	Kikihia exulis (Hudson, 1950)	Insecta	Kermadec cicada	en
8606218	Kikihia rosea (Walker, 1850)	Insecta	murihiku cicada	en
9051750	Kikihia angusta (Walker, 1850)	Insecta	Tussock cicada	en
2078668	Kikihia muta (Fabricius, 1775)	Insecta	variable cicada	en
10478458	Kikihia subalpina (Hudson, 1891)	Insecta	Chathams cicada	en
2224486	Paguristes puncticeps J.E.Benedict, 1901	Malacostraca	White Speckled Hermit	en
2224469	Paguristes cadenati Forest, 1954	Malacostraca	Red Reef Hermit	en
2078661	Notopsalta sericea (Walker, 1850)	Insecta	clay bank cicada	en
1698504	Paranocaracris bulgaricus (Ebner & Drenowski, 1930)	Insecta	Bulgarian Stone Grasshopper	en
8163599	Brevisiana brevis (Walker, 1850)	Insecta	Shrill Thorntree Cicada	en
2486690	Elminia longicauda (Swainson, 1838)	Aves	African Blue Flycatcher	en
2486691	Elminia albicauda Bocage, 1877	Aves	White-tailed Blue Flycatcher	en
7342167	Elminia nigromitrata (Reichenow, 1874)	Aves	Dusky Crested-Flycatcher	en
7342158	Elminia albonotata (Sharpe, 1891)	Aves	White-tailed Crested-Flycatcher	en
7342164	Elminia albiventris (Sjöstedt, 1893)	Aves	White-bellied Crested-Flycatcher	en
11187902	Afromelampsalta leucoptera (Germar, 1830)	Insecta	Whitewing Grassland Cicada	en
11215547	Afromelampsalta limitata (Walker, 1852)	Insecta	Clearwing Grassland Cicada	en
8529239	Neotibicen canicularis (Harris, 1841)	Insecta	God-Day Cicada	en
11879935	Pegapsaltria lutea Moulds & Marshall, 2022	Insecta	flying yellow fairy	en
8700329	Neotibicen lyricen (DeGeer, 1773)	Insecta	Lyric Cicada	en
8415063	Ceratopipra rubrocapilla (Temminck, 1821)	Aves	Red-headed Manakin	en
2218985	Aoroides secunda Gurjanova, 1938	Malacostraca	Gammarid amphipod	en
9722042	Strix africana Temminck, 1821	Aves	spotted eagle-owl	en
6178708	Coeligena torquata inca (Gould, 1852)	Aves	Collared Inca (Gould's)	en
2078655	Amphipsalta cingulata (Fabricius, 1775)	Insecta	clapping cicada	en
8699400	Amphipsalta strepitans (Kirkaldy, 1909)	Insecta	chirping cicada	en
7508852	Ceratopipra cornuta (Spix, 1825)	Aves	Scarlet-horned Manakin	en
2474363	Psophia crepitans Linnaeus, 1758	Aves	Gray-winged Trumpeter	en
8007102	Psophia obscura Pelzeln, 1857	Aves	Dusky Trumpeter	en
2474356	Psophia viridis Spix, 1825	Aves	Dark-winged Trumpeter	en
2474360	Psophia leucoptera Spix, 1825	Aves	Pale-winged Trumpeter	en
7430311	Psophia ochroptera Pelzeln, 1857	Aves	Ochre-winged Trumpeter	en
10875550	Psophia dextralis Conover, 1934	Aves	Olive-winged trumpeter	en
7783661	Diceroprocta apache (Davis, 1921)	Insecta	desert cicada	en
7342316	Corythornis cristatus cristatus	Aves	Malachite Kingfisher	en
6542647	Corythornis cristatus thomensis Salvadori, 1902	Aves	Malachite Kingfisher (Sao Tome)	en
6542645	Corythornis cristatus nais (Kaup, 1848)	Aves	Malachite Kingfisher (Principe)	en
6178700	Coeligena violifer albicaudata Schuchmann & Zuchner, 1998	Aves	Violet-throated Starfrontlet (Apurimac)	en
6178699	Coeligena violifer violifer	Aves	Violet-throated Starfrontlet (Bolivian)	en
6178702	Coeligena violifer dichroura (Taczanowski, 1874)	Aves	Violet-throated Starfrontlet (Huanuco)	en
6178701	Coeligena violifer osculans (Gould, 1871)	Aves	Violet-throated Starfrontlet (Cuzco)	en
2433463	Phoca jubata Schreber, 1776	Mammalia	Steller sea lion	en
10755143	Eumetopias jubatus jubatus	Mammalia	Western Steller sea lion	en
2224492	Petrochirus diogenes (Linnaeus, 1758)	Malacostraca	Giant Hermit Crab	en
9281572	Otaria jubata (Schreber, 1776)	Mammalia	Steller sea lion	en
8102670	Ceratopipra chloromeros (Tschudi, 1844)	Aves	Round-tailed Manakin	en
10760285	Eumetopias jubatus monteriensis (Gray, 1859)	Mammalia	Loughlin's Steller sea lion	en
2492635	Culicicapa helianthea (Wallace, 1865)	Aves	Citrine Canary-Flycatcher	en
2492634	Culicicapa ceylonensis (Swainson, 1820)	Aves	Gray-headed Canary-Flycatcher	en
6179427	Ducula lacernulata sasakensis (Hartert, 1896)	Aves	Dark-backed Imperial-Pigeon (Gray-crowned)	en
7191540	Ducula lacernulata lacernulata	Aves	Dark-backed Imperial-Pigeon (Gray-headed)	en
6179426	Ducula lacernulata williami (Hartert, 1896)	Aves	Dark-backed Imperial-Pigeon (Pink-headed)	en
4311752	Clibanarius erythropus (Latreille, 1818)	Malacostraca	Hermit crab	en
7342310	Corythornis vintsioides vintsioides	Aves	Malagasy Kingfisher	en
11364303	Carpophaga goliath Gray, 1859	Aves	New Caledonian imperial-pigeon	en
7780477	Platypleura wahlbergi Stål, 1855	Insecta	Zigzag Orangewing Cicada	en
7797200	Platypleura zuluensis Villet, 1987	Insecta	Dune Koko Orangewing Cicada	en
7883198	Platypleura argentata Villet, 1987	Insecta	Coastal Milkwood Orangewing Cicada	en
8104835	Platypleura haglundi Stål, 1866	Insecta	Variable Orangewing Cicada	en
8033366	Platypleura maytenophila Villet, 1987	Insecta	Spikethorn Orangewing Cicada	en
11449154	Platypleura butleri (Distant, 1912)	Insecta	Maputaland Orangewing Cicada	en
7982765	Platypleura deusta (Thunberg, 1822)	Insecta	Ouhout Orangewing Cicada	en
8696235	Platypleura divisa (Germar, 1834)	Insecta	Centrestripe Orangewing Cicada	en
11136450	Dyticopycna semiclara (Germar, 1834)	Insecta	Whining Forest Cicada	en
11179153	Dyticopycna natalensis (Distant, 1905)	Insecta	Large Woodland Cicada	en
8381098	Ceratopipra erythrocephala (Linnaeus, 1758)	Aves	Golden-headed Manakin	en
7843012	Coua olivaceiceps (Sharpe, 1873)	Aves	Olive-capped Coua	en
11272523	Taenioptynx sylvaticus (Bonaparte, 1850)	Aves	Sunda Owlet	en
10937018	Glaucidium sylvaticum (Bonaparte, 1850)	Aves	Sunda Owlet	en
11441042	Durbaniella clarki phaea Ball, 1994	Insecta	Clark's Rocksitter	en
11840699	Durbaniella clarki clarki	Insecta	Clark's Rocksitter	en
11778839	Durbaniella clarki jenniferae Ball, 1994	Insecta	Clark's Rocksitter	en
6179436	Ducula badia cuprea (Jerdon, 1840)	Aves	Mountain Imperial-Pigeon (cuprea)	en
1031637	Lachesilla cintalapa García-Aldrete, 1983	Insecta	Fateful bark louse	en
1031623	Lachesilla denticulata García-Aldrete, 1988	Insecta	Fateful bark louse	en
1031598	Lachesilla alpejia García-Aldrete, 1988	Insecta	Fateful bark louse	en
1031594	Lachesilla fuscipalpis Badonnel, 1972	Insecta	Fateful bark louse	en
1031595	Lachesilla tectorum Badonnel, 1931	Insecta	Bark lice	en
1031612	Lachesilla greeni (Pearman, 1933)	Insecta	Fateful bark louse	en
1031634	Lachesilla nubilis (Aaron, 1886)	Insecta	Bark lice	en
1031620	Lachesilla pedicularia (Linnaeus, 1758)	Insecta	Bark lice	en
1031607	Lachesilla quercus (Kolbe, 1880)	Insecta	Fateful bark louse	en
5777888	Pomatias elegans (O.F.Müller, 1774)	Gastropoda	red-mouthed snail	en
7204858	Tethea or or	Insecta	Poplar Lutestring	en
2224433	Calcinus tibicen (J.F.W.Herbst, 1791)	Malacostraca	Orangeclaw Hermit	en
7191547	Ducula basilica basilica	Aves	Cinnamon-bellied Imperial-Pigeon (Gray-naped)	en
6179467	Ducula basilica obiensis (Hartert, 1898)	Aves	Cinnamon-bellied Imperial-Pigeon (Golden-naped)	en
8304637	Bubo milesi Sharpe, 1886	Aves	Arabian Eagle-Owl	en
9371762	Carpophaga aurorae Peale, 1848	Aves	Polynesian imperial-pigeon	en
7341519	Agriornis albicauda (Philippi & Landbeck, 1863)	Aves	White-tailed Shrike-Tyrant	en
4409113	Anas anser Linnaeus, 1758	Aves	greylag goose	en
7191538	Ducula rubricera rubricera	Aves	Red-knobbed Imperial-Pigeon (Pink-necked)	en
6179469	Ducula rubricera rufigula (Salvadori, 1878)	Aves	Red-knobbed Imperial-Pigeon (Gray-necked)	en
1410889	Marmessoidea annulata (Fabricius, 1798)	Insecta	Yellow and Brown Flying Stick	en
10866174	Neoschongastia gallinarum (Hatori, 1920)	Arachnida	Mite	en
2020503	Buenoa pallipes (Fabricius, 1802)	Insecta	Backswimmer	en
6095562	Ducula chalconota smaragdina Mayr, 1931	Aves	Rufescent Imperial-Pigeon (Green-rumped)	en
7191541	Ducula chalconota chalconota	Aves	Rufescent Imperial-Pigeon (Purple-rumped)	en
6540151	Ducula spilorrhoa spilorrhoa	Aves	Torresian Imperial-Pigeon (Torresian)	en
6540152	Ducula spilorrhoa subflavescens	Aves	Torresian Imperial-Pigeon (Yellowish)	en
6179453	Ducula aenea paulina Bonaparte, 1854	Aves	Green Imperial-Pigeon (Rufous-naped)	en
6179457	Ducula aenea nuchalis (Cabanis, 1882)	Aves	Green Imperial-Pigeon (Maroon-naped)	en
2078659	Rhodopsalta cruentata (Fabricius, 1775)	Insecta	blood redtail cicada	en
2078657	Rhodopsalta microdora (Hudson, 1936)	Insecta	little redtail cicada	en
2078658	Rhodopsalta leptomera (Myers, 1921)	Insecta	sand dune redtail cicada	en
8146308	Stagira virescens Kirkaldy, 1909	Insecta	Guineagrass Redeye Cicada	en
7574400	Stagira ngomiensis Villet, 1997	Insecta	Ngome Redeye Cicada	en
7852165	Stagira pseudaethlius Villet, 1997	Insecta	False Guineagrass Redeye Cicada	en
8283046	Stagira eshowiensis Villet, 1997	Insecta	Eshowe Redeye Cicada	en
7926919	Stagira nasuta Villet, 1997	Insecta	Pointyhead Redeye Cicada	en
7827470	Stagira xenomorpha Villet, 1997	Insecta	Strange Redeye Cicada	en
8053935	Stagira purpurea Villet, 1997	Insecta	Purple Redeye Cicada	en
7765703	Stagira dracomontana Villet, 1997	Insecta	Small Drakensberg Redeye Cicada	en
8077647	Stagira zuluensis Villet, 1997	Insecta	Zulu Redeye Cicada	en
8048587	Stagira dracomontanoides Villet, 1997	Insecta	Drakensberg Redeye Cicada	en
8408630	Stagira natalensis Villet, 1997	Insecta	Savanna Redeye Cicada	en
8158966	Stagira nkandlhaensis Villet, 1997	Insecta	Nkandla Redeye Cicada	en
7732400	Stagira empangeniensis Villet, 1997	Insecta	Empangeni Redeye Cicada	en
8200824	Stagira pondoensis Villet, 1997	Insecta	Pondoland Redeye Cicada	en
7502167	Stagira microcephala (Walker, 1850)	Insecta	Smallhead Redeye Cicada	en
8821757	Serresius galeatus Bonaparte, 1855	Aves	Marquesas imperial-pigeon	en
8620116	Cystosoma saundersii (Westwood, 1842)	Insecta	bladder cicada	en
6093018	Cissa chinensis margaritae Robinson & Kloss, 1919	Aves	Common Green-Magpie (Yellow-crowned)	en
5228382	Ceyx madagascariensis (Linnaeus, 1766)	Aves	Madagascar pygmy kingfisher	en
7191542	Ducula pinon pinon	Aves	Pinon's Imperial-Pigeon (Gray-headed)	en
6179480	Ducula pinon salvadorii (Tristram, 1882)	Aves	Pinon's Imperial-Pigeon (Pink-headed)	en
2219061	Microdeutopus gryllotalpa A.Costa, 1853	Malacostraca	tube builder	en
7619561	Monomatapa insignis Distant, 1897	Insecta	Large Widehead Cicada	en
2020497	Anisops kuroiwae Matsumura, 1915	Insecta	Backswimmer	en
7191101	Plectropterus gambensis gambensis	Aves	Spur-winged Goose (Northern)	en
5232466	Plectropterus gambensis niger P.L.Sclater, 1877	Aves	Spur-winged Goose (Southern)	en
10973320	Columba pacifica Gmelin, 1789	Aves	Pacific imperial-pigeon	en
2507120	Malacobdella grossa (Müller, 1776)	Hoplonemertea	leech nemertean	en
8418324	Kongota punctigera (Walker, 1850)	Insecta	Greenwing Cicada	en
8084428	Nyara thanatotica Villet, 1999	Insecta	Drab Fainting Cicada	en
7829599	Taipinga albivenosa (Walker, 1858)	Insecta	Whitevein Cicada	en
7435319	Taipinga luctuosa (Stål, 1855)	Insecta	Dismal Cicada	en
11329190	Carpophaga latrans (Peale, 1848)	Aves	Peale's imperial-pigeon	en
2020527	Notonecta undulata Say, 1832	Insecta	Grousewinged Backswimmer	en
2020517	Notonecta indica Linnaeus, 1771	Insecta	Backswimmer	en
2020522	Notonecta glauca Linnaeus, 1758	Insecta	Common Water-Boatman	en
2224418	Dardanus venosus (H.Milne-Edwards, 1848)	Malacostraca	Stareye Hermit	en
8950222	Columba oceanica R.Lesson & Garnot, 1827	Aves	Micronesian imperial-pigeon	en
7197500	Lea floridensis floridensis	Insecta	Florida True Katydid	en
5192155	Planaxis sulcatus (Born, 1778)	Gastropoda	furrowed planaxis	en
9691034	Phoenicopterus ruber Linnaeus, 1758	Aves	American Flamingo	en
4966507	Phoenicopterus floridanus Brodkorb, 1953	Aves	flamingo	en
4352332	Phoenicopterus roseus Pallas, 1811	Aves	Greater Flamingo	en
2481110	Phoenicopterus chilensis Molina, 1782	Aves	Chilean Flamingo	en
5790740	Sartoriana spinigera (Wood-Mason, 1871)	Malacostraca	rusty crab	en
2289170	Sepiola trirostrata G.L.Voss, 1962	Cephalopoda	Knobby Bobtail Squid	en
2493634	Taeniopygia bichenovii (Vigors & Horsfield, 1827)	Aves	Double-barred Finch	en
2493633	Taeniopygia guttata (Vieillot, 1817)	Aves	Zebra Finch	en
7340452	Paludipasser locustella Neave, 1909	Aves	Locustfinch	en
11094202	Proplatycnemis pseudalatipes (Schmidt, 1951)	Insecta	Blue-faced Featherleg	en
5219465	Myrmecobius fasciatus Waterhouse, 1836	Mammalia	numbat	en
7043204	Bicellonycha wickershamorum wickershamorum	Insecta	Southwest Spring Firefly	en
6262857	Bicellonycha wickershamorum piceum Cicero, 1982	Insecta	Gila Southwest Spring Firefly	en
5791016	Syntripsa flavichela Chia & Ng, 2006	Malacostraca	Towuti Molluscivore Crab	en
5791017	Syntripsa matannensis (Schenkel, 1902)	Malacostraca	Matano Molluscivore Crab	en
2481104	Phoeniconaias minor (É.Geoffroy Saint-Hilaire, 1798)	Aves	Lesser Flamingo	en
2299212	Fossarus elegans A.E.Verrill & S.Smith, 1882	Gastropoda	Elegant Fossarus	en
2433573	Potos flavus (Schreber, 1774)	Mammalia	kinkajou	en
5790820	Somanniathelphusa taiwanensis Bott, 1968	Malacostraca	Taiwan Waist Crab	en
2429942	Amietia viridireticulata (Pickersgill, 2007)	Amphibia	River Frog	en
11277997	Psittacus ultramarinus (Kuhl, 1820)	Aves	ultramarine lorikeet	en
1427587	Lestoidea conjuncta Tillyard, 1913	Insecta	Common Bluestreak	en
1427585	Lestoidea barbarae Watson, 1967	Insecta	Large Bluestreak	en
1427588	Lestoidea brevicauda Theischinger, 1996	Insecta	Short-tipped Bluestreak	en
1427586	Lestoidea lewisiana Theischinger, 1996	Insecta	Mount Lewis Bluestreak	en
5094237	Milichia orientalis Malloch, 1913	Insecta	Fly	en
1423624	Arabicnemis caerulea Waterston, 1984	Insecta	Powder Blue Damselfly	en
5789082	Euodice malabarica (Linnaeus, 1758)	Aves	Indian Silverbill	en
7340335	Euodice cantans (Gmelin, 1789)	Aves	African Silverbill	en
2239244	Verongula gigantea (Hyatt, 1875)	Demospongiae	Netted Barrel Sponge	en
2219991	Tropichelura insulae (Calman, 1910)	Malacostraca	Gammarid	en
2239242	Verongula rigida (Esper, 1794)	Demospongiae	Pitted Sponge	en
2471050	Pseudocordylus spinosus Fitzsimons, 1947	Squamata	Prickly Girdled Lizard	en
2493738	Neochmia phaeton (Hombron & Jacquinot, 1841)	Aves	Crimson Finch	en
7549039	Pseudocordylus transvaalensis Fitzsimons, 1943	Squamata	Northern Crag Lizard	en
2471027	Pseudocordylus langi Loveridge, 1944	Squamata	Lang’s Crag Lizard	en
2471048	Pseudocordylus subviridis (Smith, 1838)	Squamata	Drakensberg Crag Lizard	en
8275134	Pseudocordylus melanotus (Smith, 1838)	Squamata	Highveld Crag Lizard	en
2493739	Neochmia ruficauda (Gould, 1837)	Aves	Star Finch	en
5791112	Lepidothelphusa cognettii (Nobili, 1903)	Malacostraca	Sarawak land crab	en
2493737	Neochmia temporalis (Latham, 1802)	Aves	Red-browed Firetail	en
2493740	Neochmia modesta (Gould, 1837)	Aves	Plum-headed Finch	en
9419072	Pseudocordylus microlepidotus (Cuvier, 1829)	Squamata	Cape Crag Lizard	en
8333487	Smaug regius (Broadley, 1962)	Squamata	Regal Girdled Lizard	en
11202447	Smaug swazicus Bates & Stanley, 2020	Squamata	Swazi Dragon Lizard	en
7432705	Smaug mossambicus (Fitzsimons, 1958)	Squamata	Gorongosa Girdled Lizard	en
9407262	Smaug depressus (Fitzsimons, 1930)	Squamata	Flat Dragon Lizard	en
8151308	Smaug giganteus (Smith, 1844)	Squamata	Gant spinytail lizard	en
9469990	Smaug barbertonensis (Van Dam, 1921)	Squamata	Barberton Dragon Lizard	en
7378894	Smaug breyeri (Van Dam, 1921)	Squamata	Waterberg Dragon Lizard	en
8255981	Smaug warreni (Boulenger, 1908)	Squamata	Lebombo Dragon Lizard	en
7934528	Smaug vandami (Fitzsimons, 1930)	Squamata	Van Dam's Dragon Lizard	en
2429934	Amietia amieti (Laurent, 1976)	Amphibia	Pangi Territory Frog	en
1673539	Milichiella lacteipennis (Loew, 1866)	Insecta	Fly	en
4851236	Psittacus australis Gmelin, 1788	Aves	blue-crowned lorikeet	en
11321178	Psittacula kuhlii (Vigors, 1824)	Aves	Kuhl's lorikeet	en
5790891	Parathelphusa reticulata Ng, 1990	Malacostraca	Swamp Forest Crab	en
5790879	Parathelphusa ferruginea Chia & Ng, 2006	Malacostraca	Towuti freshwater crab	en
5790874	Parathelphusa maculata De Man, 1879	Malacostraca	lowland freshwater crab	en
8115190	Karusasaurus jordani (Parker, 1936)	Squamata	Jordan’s Girdled Lizard	en
7797387	Karusasaurus polyzonus (Smith, 1838)	Squamata	Karoo Girdled Lizard	en
5790840	Parathelphusa pantherina (Schenkel, 1902)	Malacostraca	Matano Leopard Crab	en
5231423	Poephila personata Gould, 1842	Aves	Masked Finch	en
5231424	Poephila cincta (Gould, 1837)	Aves	Black-throated Finch	en
5231425	Poephila acuticauda (Gould, 1840)	Aves	Long-tailed Finch	en
11040840	Obania subvariegata (Grose-Smith & Kirby, 1890)	Insecta	Mimic Liptena	en
2278314	Ophionereis reticulata (Say, 1825)	Ophiuroidea	Reticulate Brittle Star	en
2306226	Acanthopleura Guilding, 1830	Polyplacophora	fuzzy chiton	en
9681862	Ancistroteuthis lichtensteinii Ferussac, 1835,1834	Cephalopoda	angel squid	en
2493638	Pyrenestes minor Shelley, 1894	Aves	Lesser Seedcracker	en
2493636	Pyrenestes ostrinus (Vieillot, 1805)	Aves	Black-bellied Seedcracker	en
6101066	Coccopygia bocagei Shelley, 1903	Aves	Angolan Waxbill	en
2493637	Pyrenestes sanguineus Swainson, 1837	Aves	Crimson Seedcracker	en
7340723	Coccopygia melanotis (Temminck, 1823)	Aves	Swee Waxbill	en
7340714	Coccopygia quartinia (Bonaparte, 1850)	Aves	Yellow-bellied Waxbill	en
5723899	Onychoteuthis borealijaponica Okada, 1927	Cephalopoda	boreal clubhook squid	en
2493642	Spermophaga poliogenys (Ogilvie-Grant, 1906)	Aves	Grant's Bluebill	en
2493641	Spermophaga ruficapilla (Shelley, 1888)	Aves	Red-headed Bluebill	en
2493640	Spermophaga haematina (Vieillot, 1807)	Aves	Western Bluebill	en
5791056	Nautilothelphusa zimmeri (Balss, 1933)	Malacostraca	Malili Flat Crab	en
5189669	Onychoteuthis banksii (Leach, 1817)	Cephalopoda	clawed calamary squid	en
2493696	Amandava formosa (Latham, 1790)	Aves	Green Avadavat	en
2493692	Cryptospiza shelleyi Sharpe, 1902	Aves	Shelley's Crimsonwing	en
2493693	Cryptospiza jacksoni Sharpe, 1902	Aves	Dusky Crimsonwing	en
2493691	Cryptospiza reichenovii (Hartlaub, 1874)	Aves	Red-faced Crimsonwing	en
2493694	Cryptospiza salvadorii Reichenow, 1892	Aves	Abyssinian Crimsonwing	en
2493697	Amandava subflava (Vieillot, 1819)	Aves	Orange-breasted Waxbill	en
2493698	Amandava amandava (Linnaeus, 1758)	Aves	Red Avadavat	en
2493572	Mandingoa nitidula (Hartlaub, 1865)	Aves	Green-backed Twinspot	en
8413918	Bassaricyon medius Thomas, 1909	Mammalia	Western Lowland Olingo	en
8365779	Bassaricyon neblina Helgen, Pinto, Kays, Helgen, Tsuchiya, Quinn, Wilson & Maldonado, 2013	Mammalia	Olinguito	en
2433586	Bassaricyon alleni Thomas, 1880	Mammalia	Allen's Olingo	en
2433585	Bassaricyon gabbii J.A.Allen, 1876	Mammalia	Bushy-tailed olingo	en
2474919	Eupodotis afra (Linnaeus, 1758)	Aves	Black Bustard	en
2453020	Coluber scalaris Schinz, 1822	Squamata	ladder snake	en
2453018	Rhinechis scalaris (Schinz, 1822)	Squamata	ladder snake	en
2453019	Elaphe scalaris (Schinz, 1822)	Squamata	ladder snake	en
2493714	Pytilia phoenicoptera Swainson, 1837	Aves	Red-winged Pytilia	en
2493716	Pytilia melba (Linnaeus, 1758)	Aves	Green-winged Pytilia	en
2493717	Pytilia hypogrammica Sharpe, 1870	Aves	Red-faced Pytilia	en
2493715	Pytilia lineata Heuglin, 1863	Aves	Red-billed Pytilia	en
2493718	Pytilia afra (Gmelin, 1789)	Aves	Orange-winged Pytilia	en
6529977	Arca tenera C.B.Adams, 1845	Bivalvia	Delicate Ark	en
7340456	Ortygospiza fuscocrissa Heuglin, 1863	Aves	African Quailfinch	en
2493711	Ortygospiza atricollis (Vieillot, 1817)	Aves	Black-faced Quailfinch	en
2493712	Ortygospiza gabonensis Lynes, 1914	Aves	Black-chinned Quailfinch	en
2481108	Phoenicoparrus jamesi (P.L.Sclater, 1886)	Aves	James's Flamingo	en
2481106	Phoenicoparrus andinus (Philippi, 1854)	Aves	Andean Flamingo	en
2305881	Acanthochitona Gray, 1821	Polyplacophora	glass-hair chiton	en
1421865	Nososticta baroalba Watson & Theischinger, 1983	Insecta	Black-winged Threadtail	en
1421860	Nososticta solida Hagen, 1860	Insecta	Orange Threadtail	en
1421837	Nososticta taracumbi Watson & Theischinger, 1984	Insecta	Melville Island Threadtail	en
1421857	Nososticta kalumburu Watson & Theischinger, 1984	Insecta	Spot-winged Threadtail	en
1421853	Nososticta mouldsi Theischinger, 2000	Insecta	Striped Threadtail	en
1421884	Nososticta liveringa Watson & Theischinger, 1984	Insecta	Malachite Threadtail	en
1421854	Nososticta pilbara Watson, 1969	Insecta	Pilbara Threadtail	en
5218818	Procyon pygmaeus Merriam, 1901	Mammalia	Cozumel or pygmy raccoon	en
1421826	Nososticta koongarra Watson & Theischinger, 1984	Insecta	Citrine Threadtail	en
1421845	Nososticta koolpinyah Watson & Theischinger, 1984	Insecta	Koolpinyah Threadtail	en
9518324	Procyon cancrivorus G	Mammalia	crab-eating raccoon	en
1421875	Nososticta coelestina (Tillyard, 1906)	Insecta	Green-blue Threadtail	en
4799382	Nososticta solitaria (Tillyard, 1906)	Insecta	Fivespot Threadtail	en
1421861	Nososticta fraterna (Lieftinck, 1933)	Insecta	Northern Threadtail	en
5218786	Procyon lotor (Linnaeus, 1758)	Mammalia	Common Raccoon	en
5790782	Irmengardia johnsoni Ng & Yang, 1985	Malacostraca	Johnson's Freshwater Crab	en
8618720	Nasua olivacea Gray, 1865	Mammalia	Mountain Coati	en
2433536	Nasua nasua (Linnaeus, 1766)	Mammalia	white-nosed coati	en
2433531	Nasua narica (Linnaeus, 1766)	Mammalia	white-nosed coati	en
2489084	Lamprotornis corruscus Nordmann, 1835	Aves	Black-bellied Starling	en
2493732	Stagonopleura oculata (Quoy & Gaimard, 1830)	Aves	Red-eared Firetail	en
2493731	Stagonopleura bella (Latham, 1802)	Aves	Beautiful Firetail	en
2493733	Stagonopleura guttata (Shaw, 1796)	Aves	Diamond Firetail	en
2436352	Bradypus pygmaeus Anderson & Handley, 2001	Mammalia	Pygmy three-toed sloth	en
2436361	Bradypus tridactylus Linnaeus, 1758	Mammalia	pale-throated three-toed sloth	en
2436351	Bradypus torquatus Illiger, 1811	Mammalia	Maned sloth	en
